alertid,date,time,sessionduration,spoofed,category,address,sport,Address category,Address address,dport,Service name,impact,version,Alert version,ident,name
143,03/07/2000,10:50:01,00:00:05,unknown,ipv4-addr,202.77.162.213,47496,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
144,03/07/2000,10:50:02,00:00:00,unknown,ipv4-addr,172.16.115.20,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
145,03/07/2000,10:50:02,00:00:01,unknown,ipv4-addr,172.16.115.20,1022,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
146,03/07/2000,10:50:03,00:00:01,unknown,ipv4-addr,172.16.115.20,1022,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
147,03/07/2000,10:50:04,00:00:01,unknown,ipv4-addr,172.16.115.20,1021,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
148,03/07/2000,10:50:06,00:00:01,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.115.20,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
149,03/07/2000,10:50:07,00:00:00,unknown,ipv4-addr,202.77.162.213,1022,ipv4-addr,172.16.115.20,1021,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
150,03/07/2000,10:50:21,00:00:01,unknown,ipv4-addr,202.77.162.213,47502,ipv4-addr,172.16.112.10,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
151,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.115.20,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
152,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,202.77.162.213,1022,ipv4-addr,172.16.115.20,1020,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
153,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,172.16.115.20,33786,ipv4-addr,255.255.255.255,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
154,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,172.16.112.10,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
155,03/07/2000,10:50:21,00:00:01,unknown,ipv4-addr,172.16.112.10,1022,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
156,03/07/2000,10:50:37,00:00:01,unknown,ipv4-addr,202.77.162.213,47512,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
157,03/07/2000,10:50:37,00:00:01,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.112.10,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
158,03/07/2000,10:50:37,00:00:00,unknown,ipv4-addr,172.16.112.10,1022,ipv4-addr,202.77.162.213,1022,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
159,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.10,32826,ipv4-addr,255.255.255.255,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
160,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
161,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
162,03/07/2000,10:50:53,00:00:01,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.112.50,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
163,03/07/2000,10:50:53,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,1022,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
164,03/07/2000,10:50:54,00:00:00,unknown,ipv4-addr,172.16.112.50,34459,ipv4-addr,255.255.255.255,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
